2011 super output area - lower layer,mnemonic,All categories: Accommodation type,Unshared dwelling: Whole house or bungalow: Detached,Unshared dwelling: Whole house or bungalow: Semi-detached,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace),"Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Unshared dwelling: Flat, maisonette or apartment: In commercial building",Unshared dwelling: Caravan or other mobile or temporary structure
Hounslow 022D,E01002592,789,28,186,188,322,54,8,0
Hounslow 022E,E01002595,712,34,352,132,160,31,3,0
Hounslow 023A,E01002557,743,48,289,122,254,24,6,0
Hounslow 023B,E01002558,773,25,237,219,255,8,29,0
Hounslow 023C,E01002559,857,27,290,179,351,7,2,1
Hounslow 023D,E01002560,615,45,400,61,96,11,0,0
Hounslow 023E,E01002561,551,20,112,190,224,4,1,0
Hounslow 024A,E01002591,626,20,221,349,24,9,3,0
Hounslow 024B,E01002593,725,41,361,100,165,23,18,14
Hounslow 024C,E01002594,642,43,325,238,20,10,5,1
Hounslow 024D,E01002611,636,51,327,197,44,12,3,2
Hounslow 024E,E01002612,699,64,174,93,333,25,6,2
Hounslow 024F,E01002613,609,20,282,145,130,29,2,1
Hounslow 025B,E01002598,649,21,227,233,155,5,8,0
Hounslow 025C,E01002599,569,10,127,311,116,4,1,0
Hounslow 025D,E01002600,520,14,383,101,17,5,0,0
Hounslow 025E,E01002603,666,45,244,281,91,5,0,0
Hounslow 025F,E01033000,663,25,66,122,425,3,13,0
Hounslow 025G,E01033030,773,2,17,34,698,6,8,1
Hounslow 026A,E01002604,588,12,89,150,325,9,0,0
Hounslow 026B,E01002605,753,17,221,167,322,19,7,0
Hounslow 026C,E01002606,671,11,119,159,368,9,3,0
Hounslow 026D,E01002607,676,25,198,367,60,10,13,1
Hounslow 026E,E01002615,606,9,85,111,390,7,2,0
Hounslow 027A,E01002596,772,13,121,164,467,6,1,0
Hounslow 027B,E01002601,637,15,173,215,220,1,9,1
Hounslow 027C,E01002602,564,36,158,335,26,1,5,3
Hounslow 027D,E01002614,758,34,178,257,253,11,17,3
Hounslow 027E,E01002616,535,35,278,118,90,4,10,0
Hounslow 028A,E01002608,676,31,254,118,241,20,12,0
Hounslow 028B,E01002609,655,35,211,348,49,11,1,0
Hounslow 028C,E01002610,632,44,255,61,262,7,0,3
Hounslow 028D,E01002617,642,96,210,225,95,16,0,0
Hounslow 029A,E01002687,832,40,84,61,374,244,3,0
Hounslow 029B,E01002691,591,16,115,315,64,70,6,1
Hounslow 029C,E01002692,911,22,84,56,466,244,17,0
Hounslow 029D,E01002693,841,12,81,205,332,156,55,0
Hounslow 029E,E01032573,860,28,55,110,478,118,63,0
Kingston upon Thames 001A,E01003006,611,123,229,116,134,9,0,0
Kingston upon Thames 001B,E01003007,549,29,273,216,19,5,7,0
Kingston upon Thames 001C,E01003008,514,38,161,300,12,2,1,0
Kingston upon Thames 001D,E01003009,773,104,255,114,276,23,1,0
Kingston upon Thames 001E,E01003010,554,211,142,116,41,36,5,0
Kingston upon Thames 002A,E01002952,486,366,29,31,43,14,3,0
Kingston upon Thames 002B,E01002953,453,250,106,4,66,12,1,0
Kingston upon Thames 002C,E01002955,513,121,197,59,83,42,11,0
Kingston upon Thames 002D,E01002956,437,176,174,59,12,16,0,0
Kingston upon Thames 002E,E01002959,479,317,147,5,4,4,2,0
Kingston upon Thames 003A,E01002935,775,70,136,125,274,114,32,0
Kingston upon Thames 003B,E01002938,782,127,332,113,156,43,9,0
Kingston upon Thames 003C,E01002951,624,60,81,207,240,30,2,0
Kingston upon Thames 003D,E01002954,565,45,13,22,467,9,2,0
Kingston upon Thames 003E,E01002957,608,49,30,55,457,11,3,0
Kingston upon Thames 004A,E01002933,807,116,218,93,324,37,2,0
Kingston upon Thames 004B,E01002934,649,222,144,141,91,42,9,0
Kingston upon Thames 004D,E01002937,645,121,312,147,30,24,7,0
Kingston upon Thames 004E,E01003011,730,143,217,50,245,50,20,1
Kingston upon Thames 004F,E01033568,718,6,15,47,638,2,2,1
Kingston upon Thames 004G,E01033569,696,75,114,66,360,28,38,0
Kingston upon Thames 005A,E01002964,982,77,127,147,443,118,15,0
Kingston upon Thames 005B,E01002969,756,8,37,52,638,8,3,0
Kingston upon Thames 005C,E01002971,705,50,305,127,180,37,4,0
Kingston upon Thames 005D,E01002972,828,68,133,74,472,59,22,0
Kingston upon Thames 005E,E01002974,726,98,246,17,282,53,28,0
Kingston upon Thames 006A,E01002932,678,15,168,254,215,9,17,0
Kingston upon Thames 006B,E01002960,574,49,338,87,81,9,10,0
Kingston upon Thames 006C,E01002962,511,21,261,200,22,6,1,0
Kingston upon Thames 006D,E01002970,570,27,320,96,106,15,6,0
Kingston upon Thames 006E,E01002973,465,28,165,226,36,8,2,0
Kingston upon Thames 007A,E01002929,635,118,345,29,113,15,9,0
Kingston upon Thames 007B,E01002930,683,63,214,92,170,76,66,0
Kingston upon Thames 007C,E01002931,654,40,281,269,23,27,8,0
Kingston upon Thames 007D,E01002963,768,41,169,76,405,65,12,0
Kingston upon Thames 007E,E01002985,603,32,108,358,59,24,20,0
Kingston upon Thames 008A,E01002927,614,31,170,286,98,25,4,0
Kingston upon Thames 008B,E01002928,660,110,159,104,212,51,22,0
Kingston upon Thames 008C,E01002958,659,53,264,265,26,41,8,0
Kingston upon Thames 008D,E01002961,609,116,373,78,32,7,3,0
Kingston upon Thames 008E,E01002986,471,105,250,67,41,3,5,0
Kingston upon Thames 009A,E01002965,1071,65,161,59,595,139,41,0
Kingston upon Thames 009B,E01002967,958,30,68,56,543,255,2,4
Kingston upon Thames 009C,E01002968,1123,57,216,34,615,107,77,6
Kingston upon Thames 009D,E01002990,937,15,43,54,563,193,5,1
Kingston upon Thames 009E,E01002991,710,93,209,32,190,128,11,0
Kingston upon Thames 010A,E01002922,725,158,211,21,230,94,2,0
Kingston upon Thames 010B,E01002926,590,81,352,47,78,16,16,0
Kingston upon Thames 010C,E01002966,744,80,322,79,144,101,6,0
Kingston upon Thames 010D,E01002992,438,23,198,89,88,30,3,0
Kingston upon Thames 011A,E01002921,857,20,35,31,496,235,18,1
Kingston upon Thames 011B,E01002987,844,11,16,11,583,137,78,0
Kingston upon Thames 011C,E01002988,572,25,125,40,235,113,32,0
Kingston upon Thames 011D,E01002989,909,14,160,176,202,313,20,0
Kingston upon Thames 012A,E01002975,483,246,172,5,51,1,8,0
Kingston upon Thames 012B,E01002977,654,82,233,56,280,2,1,0
Kingston upon Thames 012C,E01002980,482,165,239,64,9,4,0,1
Kingston upon Thames 012D,E01002981,518,118,349,46,4,1,0,0
Kingston upon Thames 012E,E01002984,604,153,102,68,231,33,7,0
Kingston upon Thames 013A,E01002923,777,20,46,152,502,36,10,0
Kingston upon Thames 013B,E01002925,796,30,117,134,259,195,30,1
Kingston upon Thames 013C,E01002993,867,23,44,23,717,59,1,0
Kingston upon Thames 013D,E01002995,602,215,56,37,187,83,0,0
Kingston upon Thames 013E,E01002999,743,20,16,31,511,119,21,0
Kingston upon Thames 014A,E01002915,479,86,343,7,22,13,7,1
Kingston upon Thames 014B,E01002916,520,28,461,5,12,13,1,0
Kingston upon Thames 014C,E01002917,497,69,417,2,1,4,3,1
Kingston upon Thames 014D,E01002920,593,83,437,27,33,2,11,0
Kingston upon Thames 014E,E01002924,560,150,368,2,9,30,1,0
Kingston upon Thames 015A,E01002976,641,25,235,360,17,1,0,0
Kingston upon Thames 015B,E01002978,684,77,418,75,88,12,14,0
Kingston upon Thames 015C,E01002979,614,76,343,42,148,0,1,0
Kingston upon Thames 015D,E01002982,517,140,202,90,80,5,0,0
Kingston upon Thames 015E,E01002983,595,229,325,34,6,1,0,0
Kingston upon Thames 016A,E01002994,602,185,109,15,209,82,1,0
Kingston upon Thames 016B,E01002996,589,114,266,45,50,92,18,0
Kingston upon Thames 016C,E01002997,588,140,204,66,65,105,3,0
Kingston upon Thames 016D,E01002998,612,54,185,118,203,43,9,0
Kingston upon Thames 016E,E01003002,783,48,187,213,272,40,23,0
Kingston upon Thames 017A,E01002918,615,27,75,504,4,1,4,0
Kingston upon Thames 017B,E01002919,669,20,182,179,199,12,46,31
Kingston upon Thames 017C,E01003000,587,17,307,158,80,12,5,8
Kingston upon Thames 017D,E01003001,627,9,333,221,51,9,3,1
Kingston upon Thames 017E,E01003003,574,26,290,67,93,13,74,1
Kingston upon Thames 018A,E01002939,605,33,281,156,109,4,22,0
Kingston upon Thames 018B,E01002941,628,55,354,54,113,5,27,2
Kingston upon Thames 018C,E01002942,522,72,360,68,19,0,3,0
Kingston upon Thames 018D,E01003004,591,110,225,174,59,5,18,0
Kingston upon Thames 018E,E01003005,570,22,418,79,44,4,3,0
Kingston upon Thames 019A,E01002944,508,9,65,425,5,4,0,0
Kingston upon Thames 019B,E01002945,655,42,90,350,164,6,3,0
Kingston upon Thames 019C,E01002946,603,38,147,382,32,4,0,0
Kingston upon Thames 019D,E01002947,597,43,149,354,47,4,0,0
Kingston upon Thames 020A,E01002940,604,25,233,190,145,10,1,0
Kingston upon Thames 020B,E01002943,507,26,286,109,84,1,1,0
Kingston upon Thames 020C,E01002948,784,147,294,245,77,14,6,1
Kingston upon Thames 020D,E01002949,677,125,216,219,99,15,3,0
Kingston upon Thames 020E,E01002950,719,56,164,128,344,26,1,0
Merton 001A,E01003472,481,6,28,424,7,11,4,1
Merton 001B,E01003473,505,6,54,269,51,99,21,2
Merton 001C,E01003474,480,149,173,32,28,85,1,1
Merton 001D,E01003475,1162,25,76,300,686,48,5,13
Merton 001E,E01003478,602,9,45,412,66,49,21,0
Merton 002A,E01003460,679,191,93,69,178,134,13,0
Merton 002B,E01003462,599,206,70,193,97,26,2,0
Merton 002C,E01003464,550,198,61,113,167,9,1,0
Merton 002D,E01003465,472,286,57,42,20,61,3,0
Merton 003A,E01003400,659,17,144,66,128,265,11,0
Merton 003B,E01003454,587,17,135,123,142,167,1,0
Merton 003C,E01003456,667,15,150,33,317,113,29,0
Merton 003D,E01003476,482,12,110,99,181,65,9,0
Merton 003E,E01003477,573,10,155,196,79,115,18,0
Merton 004A,E01003401,647,56,84,44,390,58,15,0
Merton 004B,E01003402,705,86,79,88,388,56,8,0
Merton 004C,E01003403,710,96,125,117,247,110,13,0
Merton 004D,E01003404,912,31,27,31,647,162,3,0
Merton 004E,E01003461,712,112,101,113,183,154,37,0
Merton 005A,E01003367,961,14,79,234,516,112,6,0
Merton 005B,E01003369,768,21,32,181,218,311,2,1
Merton 005C,E01003370,869,20,97,143,325,240,35,0
Merton 005D,E01003371,626,23,272,92,79,159,1,0
Merton 005E,E01003455,749,11,30,263,360,85,0,0
Merton 006A,E01003359,816,34,87,372,199,85,39,0
Merton 006B,E01003360,740,2,61,433,62,129,53,0
Merton 006C,E01003457,623,11,99,394,67,50,2,0
Merton 006D,E01003458,693,18,113,281,99,155,19,0
Merton 006E,E01003459,956,12,61,311,398,160,11,0
Merton 007A,E01003394,636,42,106,375,52,44,17,0
Merton 007B,E01003395,503,49,77,326,24,26,1,0
Merton 007C,E01003396,534,32,67,362,20,48,3,0
Merton 007D,E01003397,557,32,62,333,60,67,1,0
Merton 007E,E01003398,583,49,84,361,31,46,10,0
Merton 008A,E01003368,578,25,109,300,74,68,2,0
Merton 008B,E01003372,627,28,94,194,213,91,5,0
Merton 008C,E01003393,646,16,25,107,258,214,26,0
Merton 008D,E01003406,566,44,110,288,116,4,4,0
Merton 008E,E01003407,768,12,86,221,415,29,5,0
Merton 009A,E01003355,765,13,68,209,274,147,48,0
Merton 009B,E01003356,696,14,72,426,90,64,24,1
Merton 009C,E01003358,801,19,83,192,329,143,18,0
Merton 009D,E01003383,692,8,108,252,175,135,12,0
Merton 009E,E01003384,623,33,106,198,104,154,21,0
Merton 010A,E01003442,701,99,131,67,290,114,0,0
Merton 010B,E01003443,633,122,125,291,62,31,1,1
Merton 010C,E01003444,695,77,187,57,312,61,1,0
Merton 010D,E01003445,658,97,385,21,62,84,8,1
Merton 010E,E01003463,459,257,159,3,25,10,5,0
Merton 011A,E01003380,680,9,124,354,54,129,10,0
Merton 011B,E01003382,676,11,86,407,54,107,4,0
Merton 011C,E01003385,626,33,209,170,95,118,1,0
Merton 011D,E01003399,618,22,93,117,229,148,0,0
Merton 011E,E01003423,605,10,80,266,121,112,16,0
Merton 012A,E01003357,750,11,29,119,572,11,1,0
Merton 012B,E01003376,588,25,96,306,140,20,0,1
Merton 012C,E01003377,526,18,33,153,305,11,0,0
Merton 012D,E01003408,873,14,103,233,473,49,1,0
Merton 012E,E01003410,630,28,119,198,244,34,4,0
Merton 013A,E01003386,722,42,81,299,244,55,1,0
Merton 013B,E01003388,590,19,112,263,176,13,1,0
Merton 013C,E01003389,631,21,105,291,127,50,35,0
Merton 013D,E01003392,501,19,89,220,134,33,3,0
Merton 013E,E01003409,562,42,166,269,65,14,4,0
Merton 014A,E01003387,614,13,91,184,296,22,1,0
Merton 014B,E01003391,544,13,85,159,282,4,1,0
Merton 014C,E01003411,719,25,78,319,236,54,7,0
Merton 014D,E01003412,597,29,129,313,109,17,0,0
Merton 014E,E01003435,490,15,136,255,58,19,7,0
Merton 015A,E01003361,621,12,150,230,160,49,20,0
Merton 015B,E01003424,574,49,336,133,42,13,1,0
Merton 015C,E01003425,508,14,274,214,3,2,1,0
Merton 015D,E01003426,609,40,252,271,28,17,1,0
Merton 015E,E01003428,649,96,128,91,235,94,5,0
Merton 016A,E01003366,595,21,173,222,145,25,9,0
Merton 016B,E01003381,720,19,54,443,73,88,43,0
Merton 016C,E01003446,799,24,134,105,384,99,50,0
Merton 016D,E01003447,691,7,49,132,458,39,6,0
Merton 016E,E01003471,604,53,177,196,122,50,5,1
Merton 017A,E01003413,709,26,113,306,225,26,10,1
Merton 017B,E01003414,539,20,120,362,18,13,5,1
Merton 017C,E01003415,548,24,82,426,6,6,4,0
Merton 017D,E01003416,534,19,152,326,27,8,2,0
Merton 017E,E01003434,506,21,144,296,24,21,0,0
Merton 018A,E01003373,536,23,48,185,258,17,3,0
Merton 018B,E01003378,728,34,125,386,143,31,5,1
Merton 018C,E01003379,742,23,79,155,423,44,13,0
Merton 018D,E01003390,623,4,10,34,531,6,26,0
Merton 018E,E01003405,630,31,109,306,147,27,1,0
Merton 019A,E01003429,507,19,90,365,21,8,4,0
Merton 019B,E01003430,545,27,47,216,249,5,1,0
Merton 019C,E01003431,545,31,110,293,101,7,0,1
Merton 019D,E01003432,508,25,175,199,105,4,0,0
Merton 019E,E01003433,578,25,92,292,144,23,2,0
Merton 020A,E01003466,599,30,134,382,29,24,0,0
Merton 020B,E01003467,601,15,229,293,46,18,0,0
Merton 020C,E01003468,630,16,133,447,15,15,2,0
Merton 020D,E01003469,574,19,91,240,172,47,5,0
Merton 020E,E01003470,607,15,179,303,16,64,30,0
Merton 021A,E01003362,499,3,144,337,9,2,4,0
Merton 021B,E01003363,590,10,154,411,8,4,3,0
Merton 021C,E01003364,648,8,226,377,15,7,0,0
Merton 021D,E01003365,497,16,260,215,4,1,1,0
Merton 021E,E01003421,640,8,89,248,252,27,12,0
Merton 022A,E01003374,546,31,84,60,311,37,17,0
Merton 022B,E01003375,654,31,162,234,127,92,8,0
Merton 022C,E01003437,764,125,265,91,244,36,3,0
Merton 022D,E01003440,627,24,141,148,275,33,6,0
Merton 022E,E01003441,617,20,129,235,221,9,3,0
Merton 023A,E01003427,706,26,95,223,299,21,42,0
Merton 023B,E01003436,588,44,141,318,57,25,2,1
Merton 023C,E01003439,548,28,105,272,92,12,39,0
Merton 023D,E01003448,648,27,104,406,79,30,2,0
Merton 023E,E01003453,650,23,102,406,93,20,6,0
Merton 024A,E01003438,650,27,100,459,30,33,1,0
Merton 024B,E01003449,677,23,162,261,213,12,2,0
Merton 024C,E01003450,597,28,108,407,37,14,3,0
Merton 024D,E01003451,598,9,189,341,41,7,11,0
Merton 024E,E01003452,806,19,86,284,372,31,12,0
Merton 025A,E01003417,608,6,124,381,70,21,6,0
Merton 025B,E01003418,531,5,97,427,1,1,0,0
Merton 025C,E01003419,642,8,192,305,127,10,0,0
Merton 025D,E01003420,506,18,105,332,38,13,0,0
Merton 025E,E01003422,513,6,146,265,72,11,13,0
Redbridge 001A,E01003744,592,243,78,106,130,22,0,13
Redbridge 001B,E01003745,483,300,149,13,19,1,1,0
Redbridge 001C,E01003746,661,180,126,71,260,20,4,0
Redbridge 001D,E01003747,490,169,271,15,26,8,1,0
Redbridge 001E,E01003748,572,251,157,29,101,11,23,0
Redbridge 001F,E01003749,681,50,189,216,211,11,2,0
Redbridge 001G,E01003750,798,41,210,72,407,48,15,0
Redbridge 002A,E01003720,821,27,237,236,288,18,9,6
Redbridge 002B,E01003722,690,27,306,202,152,2,1,0
Redbridge 002C,E01003723,704,13,278,316,92,4,1,0
Redbridge 002D,E01003726,649,35,221,183,196,3,1,8
Redbridge 003A,E01003721,604,10,111,367,105,9,2,0
Redbridge 003B,E01003724,511,56,340,60,51,4,0,0
Redbridge 003C,E01003725,650,26,166,324,131,2,1,0
Redbridge 003D,E01003727,655,18,178,369,87,3,0,0
Redbridge 004A,E01003654,603,11,341,107,109,28,0,0
Redbridge 004B,E01003655,642,23,288,244,52,17,18,0
Redbridge 004C,E01003658,699,20,113,209,320,15,21,0
Redbridge 004D,E01003660,663,6,196,383,48,22,8,0
Redbridge 005A,E01003656,643,21,244,146,201,20,11,0
Redbridge 005B,E01003657,870,98,240,276,211,24,17,1
Redbridge 005C,E01003659,638,27,127,459,11,10,4,0
Redbridge 006A,E01003698,519,10,330,123,44,11,1,0
Redbridge 006B,E01003699,594,83,208,190,87,17,9,0
Redbridge 006C,E01003700,849,104,212,366,149,8,10,0
Redbridge 006D,E01003701,626,30,123,329,81,10,53,0
Redbridge 006E,E01003702,744,24,156,311,225,26,2,0
Redbridge 006F,E01003703,968,100,326,231,271,35,1,1
Redbridge 006G,E01003704,666,21,87,333,192,13,20,0
Redbridge 007A,E01003668,755,54,134,84,347,114,18,0
Redbridge 007B,E01003669,606,51,227,139,98,87,4,0
Redbridge 007C,E01003670,577,23,270,79,156,41,7,0
Redbridge 007D,E01003671,552,34,347,139,29,3,0,0
Redbridge 007E,E01003672,690,18,66,29,505,43,27,0
Redbridge 007F,E01003673,789,30,166,236,261,86,3,0
Redbridge 007G,E01003674,1000,22,142,88,636,68,44,0
Redbridge 008A,E01003707,469,40,352,32,30,1,14,0
Redbridge 008B,E01003708,613,33,134,85,330,30,1,0
Redbridge 008C,E01003709,570,18,480,59,12,1,0,0
Redbridge 008D,E01003710,507,134,266,55,51,1,0,0
Redbridge 009A,E01003759,554,14,353,142,27,18,0,0
Redbridge 009B,E01003760,661,22,217,215,181,25,1,0
Redbridge 009C,E01003761,698,8,16,44,588,28,2,0
Redbridge 009D,E01003762,656,25,115,286,170,59,1,0
Redbridge 009E,E01003763,657,15,418,117,68,37,2,0
Redbridge 009F,E01003764,835,21,188,203,301,99,23,0
Redbridge 009G,E01003765,642,24,157,283,98,50,29,1
Redbridge 010A,E01003705,802,84,183,372,109,8,46,0
Redbridge 010B,E01003706,613,14,283,101,182,31,1,1
Redbridge 010C,E01003711,662,28,296,168,160,3,7,0
Redbridge 010D,E01003712,536,14,88,178,250,5,1,0
Redbridge 012A,E01003646,572,12,154,233,117,17,39,0
Redbridge 012B,E01003648,528,37,263,156,71,0,1,0
Redbridge 012C,E01003649,521,20,240,153,98,2,8,0
Redbridge 012D,E01003651,466,22,218,158,65,1,2,0
Redbridge 013A,E01003639,665,18,225,166,236,18,1,1
Redbridge 013B,E01003640,648,37,113,328,161,6,3,0
Redbridge 013C,E01003641,530,42,166,241,51,10,19,1
Redbridge 013D,E01003642,542,34,265,152,81,7,3,0
Redbridge 014A,E01003774,867,27,210,160,417,51,0,2
Redbridge 014B,E01003775,686,117,154,76,324,8,2,0
Redbridge 014C,E01003776,932,25,28,58,735,82,4,0
Redbridge 014D,E01003777,856,103,124,152,213,238,15,0
Redbridge 014E,E01003778,879,76,91,132,435,88,55,0
Redbridge 014F,E01003779,708,18,74,278,241,96,1,0
Redbridge 014G,E01003780,507,31,407,48,12,7,2,0
Redbridge 015A,E01003647,612,23,87,351,130,8,8,1
Redbridge 015B,E01003650,580,30,158,177,193,17,5,0
Redbridge 015C,E01003652,482,16,127,307,19,5,0,0
Redbridge 015D,E01003653,516,22,122,207,79,60,26,0
Redbridge 017A,E01003638,590,18,112,279,153,20,5,1
Redbridge 017B,E01003643,622,34,208,294,71,15,0,0
Redbridge 017C,E01003644,498,16,79,385,12,5,1,0
Redbridge 017D,E01003645,910,45,98,332,401,28,4,0
Redbridge 018A,E01003789,625,71,184,124,179,47,3,0
Redbridge 018B,E01003794,544,18,308,170,32,14,1,1
Redbridge 018C,E01003795,433,72,216,114,22,8,0,0
Redbridge 018D,E01003796,638,28,181,178,201,42,2,6
Redbridge 019A,E01003661,651,16,237,300,82,7,9,0
Redbridge 019B,E01003662,741,23,80,264,319,22,27,0
Redbridge 019C,E01003663,662,28,341,146,146,1,0,0
Redbridge 019D,E01003664,575,22,191,291,61,10,0,0
Redbridge 019E,E01003665,529,24,173,321,9,2,0,0
Redbridge 019F,E01003666,935,37,77,292,504,17,8,0
Redbridge 019H,E01033590,434,10,53,94,271,1,1,0
Redbridge 019I,E01033592,633,35,195,294,104,3,0,0
Redbridge 020A,E01003751,611,31,169,257,127,17,10,0
Redbridge 020B,E01003753,659,19,103,261,258,12,6,0
Redbridge 020C,E01003754,533,16,152,240,88,19,18,0
Redbridge 020D,E01003757,622,40,86,291,57,111,4,0
Redbridge 022A,E01003769,557,25,92,202,90,98,39,3
Redbridge 022B,E01003770,848,41,190,324,276,13,1,0
Redbridge 022C,E01003771,581,57,92,253,78,89,1,0
Redbridge 022D,E01003773,579,25,98,307,120,27,2,0
Redbridge 023A,E01003752,838,31,103,423,269,10,2,0
Redbridge 023B,E01003755,571,30,91,397,35,7,11,0
Redbridge 023C,E01003756,600,39,133,373,21,30,2,2
Redbridge 023D,E01003758,810,35,108,293,310,44,18,2
Redbridge 024A,E01003766,548,43,89,320,28,57,11,0
Redbridge 024B,E01003767,567,40,85,301,42,63,36,0
Redbridge 024C,E01003768,569,19,98,149,96,193,14,0
Redbridge 024D,E01003772,524,45,235,201,15,25,3,0
Redbridge 026A,E01003781,602,30,103,117,140,192,13,1
Redbridge 026B,E01003782,518,57,67,188,64,133,9,0
Redbridge 026C,E01003786,442,24,75,310,14,19,0,0
Redbridge 026D,E01003787,469,26,87,215,26,113,0,0
Redbridge 027A,E01003790,557,34,81,293,120,25,2,2
Redbridge 027B,E01003791,540,29,251,184,58,18,0,0
Redbridge 027C,E01003792,508,14,151,233,52,58,0,0
Redbridge 027D,E01003793,760,17,95,112,504,31,1,0
Redbridge 029A,E01003783,858,15,92,109,334,246,50,0
Redbridge 029B,E01003784,546,27,71,273,43,127,2,1
Redbridge 029C,E01003785,704,24,68,169,162,249,13,0
Redbridge 029D,E01003788,645,22,65,148,128,270,2,0
Redbridge 030A,E01003683,576,81,73,368,23,30,1,0
Redbridge 030B,E01003684,496,46,90,325,7,24,2,0
Redbridge 030C,E01003685,508,52,76,311,22,33,13,1
Redbridge 030D,E01003686,533,33,91,278,58,72,1,0
Redbridge 030F,E01003688,532,35,73,199,68,151,0,0
Redbridge 030G,E01003689,508,28,58,211,154,26,29,0
Redbridge 030H,E01033589,660,13,14,34,508,22,57,0
Redbridge 030I,E01033591,630,62,81,287,113,55,26,0
Redbridge 031A,E01003737,575,142,296,33,103,0,0,1
Redbridge 031B,E01003738,646,35,212,351,42,3,1,0
Redbridge 031C,E01003739,658,42,138,355,99,14,9,1
Redbridge 031D,E01003740,621,115,217,232,48,7,2,0
Redbridge 031E,E01003741,643,19,96,327,198,2,1,0
Redbridge 031F,E01003742,618,63,65,420,16,25,11,0
Redbridge 031G,E01003743,496,40,112,293,21,24,6,0
Redbridge 032A,E01003728,810,35,59,271,382,36,14,2
Redbridge 032B,E01003729,526,56,54,218,117,40,41,0
Redbridge 032C,E01003730,416,49,77,245,20,25,0,0
Redbridge 032D,E01003732,592,31,44,125,381,6,1,0
Redbridge 032E,E01003733,507,75,66,279,52,25,1,0
Redbridge 033A,E01003731,447,46,68,239,81,12,1,0
Redbridge 033B,E01003734,517,71,80,292,25,38,11,0
Redbridge 033C,E01003735,811,38,96,211,456,7,3,0
Redbridge 033D,E01003736,475,52,87,286,31,14,2,0
Redbridge 034A,E01003713,481,58,138,231,16,37,0,1
Redbridge 034B,E01003714,642,51,72,418,29,50,22,0
Redbridge 034C,E01003715,564,37,88,281,30,113,15,0
Redbridge 034D,E01003716,521,36,232,111,63,69,8,0
Redbridge 034E,E01003718,630,24,61,235,281,25,4,0
Redbridge 034F,E01003719,633,29,154,189,119,110,32,0
Redbridge 034G,E01032581,699,28,181,300,161,19,9,1
Redbridge 035A,E01003690,608,29,168,117,224,28,42,0
Redbridge 035B,E01003691,413,16,45,269,17,62,4,0
Redbridge 035C,E01003692,501,27,93,248,39,89,2,0
Redbridge 035D,E01003693,431,19,283,110,11,7,1,0
